,Game Name,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update
144,FIFA 07 Soccer    ,PS2,EA Sports  ,Team Fusion  ,N/A  ,8.4,N/A  ,4.11m,0.71m,2.48m,0.03m,0.89m,03rd Oct 06  ,
145,The Sims 4    ,PC,Electronic Arts  ,Maxis  ,5.8,7,N/A  ,4.10m,1.20m,2.60m,,0.30m,02nd Sep 14  ,29th Dec 17
146,Fallout: New Vegas    ,X360,Bethesda Softworks  ,Obsidian Entertainment  ,7.7,8.2,N/A  ,4.08m,2.67m,1.03m,0.04m,0.34m,19th Oct 10  ,
147,Assassin's Creed Origins    ,PS4,Ubisoft  ,Ubisoft Montreal  ,N/A  ,N/A  ,N/A  ,4.06m,1.22m,2.11m,0.11m,0.63m,27th Oct 17  ,10th Jan 18
148,Far Cry 4    ,PS4,Ubisoft  ,Ubisoft Montreal  ,N/A  ,8.4,N/A  ,4.06m,1.18m,2.14m,0.11m,0.63m,18th Nov 14  ,23rd Jan 18
149,Carnival Games    ,Wii,Global Star Software  ,Cat Daddy Games  ,N/A  ,4.2,N/A  ,4.06m,2.12m,1.47m,0.05m,0.42m,28th Aug 07  ,
150,World Soccer Winning Eleven 9    ,PS2,Konami  ,Konami Computer Entertainment Tokyo  ,N/A  ,8.9,N/A  ,4.06m,0.12m,2.26m,0.90m,0.77m,07th Feb 06  ,
151,Forza Motorsport 2    ,X360,Microsoft Game Studios  ,Turn 10 Studios  ,N/A  ,9.1,N/A  ,4.05m,2.35m,1.27m,0.03m,0.41m,29th May 07  ,
152,Namco Museum Vol.3    ,PS,Namco  ,Namco  ,N/A  ,N/A  ,N/A  ,4.05m,2.28m,1.55m,0.16m,0.06m,31st Jan 97  ,
153,Tekken Tag Tournament    ,PS2,Namco  ,Namco  ,N/A  ,8.7,N/A  ,4.05m,1.68m,1.51m,0.51m,0.35m,25th Oct 00  ,
154,Fallout 3    ,PS3,Bethesda Softworks  ,Bethesda Game Studios  ,8.2,8.8,N/A  ,4.00m,2.18m,1.15m,0.07m,0.61m,28th Oct 08  ,
155,The Elder Scrolls V: Skyrim    ,PC,Bethesda Softworks  ,Bethesda Game Studios  ,9.7,9.2,N/A  ,3.99m,1.18m,2.25m,,0.56m,11th Nov 11  ,01st Apr 18
156,Namco Museum: 50th Anniversary    ,PS2,Namco  ,Digital Eclipse  ,N/A  ,N/A  ,N/A  ,3.98m,2.08m,1.35m,,0.54m,30th Aug 05  ,
157,NBA 2K16    ,PS4,2K Sports  ,Visual Concepts  ,N/A  ,8.7,N/A  ,3.98m,2.56m,0.66m,0.05m,0.71m,29th Sep 15  ,28th Mar 18
158,Far Cry 5    ,PS4,Ubisoft  ,Ubisoft  ,N/A  ,7.9,N/A  ,3.95m,1.44m,1.73m,0.15m,0.62m,27th Mar 18  ,28th Feb 18
159,Battlefield 4    ,PS4,Electronic Arts  ,EA DICE  ,N/A  ,8.3,N/A  ,3.94m,1.40m,1.74m,0.19m,0.62m,15th Nov 13  ,09th Jan 18
160,Assassin's Creed IV: Black Flag    ,PS3,Ubisoft  ,Ubisoft Montreal  ,9.1,8.7,N/A  ,3.94m,1.34m,1.86m,0.13m,0.62m,29th Oct 13  ,14th Mar 18
161,Tony Hawk's Underground    ,PS2,Activision  ,Neversoft Entertainment  ,N/A  ,8.7,N/A  ,3.90m,2.29m,1.17m,0.01m,0.42m,27th Oct 03  ,
162,Just Dance 2014    ,Wii,Ubisoft  ,Ubisoft Paris  ,N/A  ,7.4,N/A  ,3.89m,1.91m,1.66m,,0.33m,08th Oct 13  ,08th Mar 18
163,Sports Champions    ,PS3,Sony Computer Entertainment  ,SCE San Diego Studio  ,8.6,7.6,N/A  ,3.88m,2.15m,1.13m,0.10m,0.50m,17th Sep 10  ,
164,World Soccer Winning Eleven 8 International    ,PS2,Konami  ,Konami Computer Entertainment Tokyo  ,N/A  ,9.3,N/A  ,3.85m,0.16m,1.89m,1.12m,0.68m,01st Feb 05  ,
165,Namco Museum Vol.1    ,PS,Namco  ,Namco  ,N/A  ,N/A  ,N/A  ,3.84m,2.12m,1.44m,0.22m,0.06m,31st Jul 96  ,
166,Gran Turismo Sport    ,PS4,Sony Interactive Entertainment  ,Polyphony Digital  ,N/A  ,N/A  ,N/A  ,3.77m,0.63m,2.35m,0.24m,0.54m,17th Oct 17  ,13th Jan 18
167,LEGO Indiana Jones: The Original Adventures    ,X360,LucasArts  ,Traveller's Tales  ,N/A  ,7.5,N/A  ,3.76m,2.40m,1.01m,,0.36m,03rd Jun 08  ,
168,The Sims: Unleashed    ,PC,Electronic Arts  ,Maxis  ,N/A  ,7.3,N/A  ,3.76m,2.03m,1.56m,,0.17m,23rd Sep 02  ,
169,Ratchet & Clank: Size Matters    ,PSP,Sony Computer Entertainment  ,High Impact Games  ,N/A  ,8.5,N/A  ,3.75m,1.40m,1.40m,0.10m,0.86m,13th Feb 07  ,
170,FIFA 17    ,XOne,Electronic Arts  ,EA Canada  ,N/A  ,8.8,N/A  ,3.71m,1.04m,2.40m,,0.27m,27th Sep 16  ,28th Mar 18
171,FIFA Soccer 2005    ,PS2,EA Sports  ,EA Canada  ,N/A  ,8.4,N/A  ,3.70m,0.58m,2.48m,0.04m,0.59m,12th Oct 04  ,
172,Tony Hawk's Pro Skater 4    ,PS2,Activision  ,Neversoft Entertainment  ,N/A  ,9.6,N/A  ,3.67m,2.13m,1.18m,0.01m,0.35m,23rd Oct 02  ,
173,Midnight Club 3: DUB Edition    ,PSP,Rockstar Games  ,Rockstar Leeds  ,N/A  ,7.2,N/A  ,3.66m,1.65m,1.22m,,0.79m,27th Jun 05  ,
174,MySims    ,DS,Electronic Arts  ,EA Redwood Shores  ,N/A  ,6.7,N/A  ,3.66m,1.58m,1.60m,0.08m,0.40m,18th Sep 07  ,
175,SOCOM: U.S. Navy SEALs    ,PS2,Sony Computer Entertainment  ,Zipper Interactive  ,N/A  ,8,N/A  ,3.65m,2.53m,0.81m,0.06m,0.24m,27th Aug 02  ,
176,Battlefield 4    ,PS3,Electronic Arts  ,EA DICE  ,8,8.7,N/A  ,3.64m,1.31m,1.50m,0.27m,0.55m,29th Oct 13  ,04th Jan 18
177,Jak and Daxter: The Precursor Legacy    ,PS2,Sony Computer Entertainment  ,Naughty Dog  ,N/A  ,9,8.9,3.64m,2.08m,1.09m,0.15m,0.33m,04th Dec 01  ,
178,Pro Evolution Soccer 2008    ,PS2,Konami  ,Konami  ,N/A  ,8.2,N/A  ,3.63m,0.05m,0.00m,0.64m,2.93m,11th Mar 08  ,
179,FIFA Soccer 10    ,PS3,EA Sports  ,EA Canada  ,9,9,N/A  ,3.63m,0.60m,2.46m,0.05m,0.52m,20th Oct 09  ,
180,Guitar Hero: World Tour    ,Wii,Activision  ,Vicarious Visions  ,N/A  ,8.4,N/A  ,3.62m,2.32m,0.96m,,0.34m,26th Oct 08  ,
181,Star Wars Battlefront    ,PS2,LucasArts  ,Pandemic Studios  ,N/A  ,8.1,N/A  ,3.61m,1.93m,1.22m,0.03m,0.44m,20th Sep 04  ,
182,Doom II    ,PC,GT Interactive  ,id Software  ,N/A  ,9.3,N/A  ,3.61m,2.05m,1.40m,,0.16m,30th Sep 94  ,
183,The Simpsons: Road Rage    ,PS2,Electronic Arts  ,Radical Entertainment  ,N/A  ,6.1,N/A  ,3.61m,2.02m,1.17m,,0.42m,24th Nov 01  ,
184,Assassin's Creed Syndicate    ,PS4,Ubisoft  ,Ubisoft Quebec  ,N/A  ,8.6,N/A  ,3.60m,0.90m,2.06m,0.08m,0.55m,23rd Oct 15  ,04th May 18
185,Star Wars Battlefront II    ,PS2,LucasArts  ,Pandemic Studios  ,N/A  ,8.5,N/A  ,3.59m,2.18m,1.02m,0.03m,0.37m,01st Nov 05  ,
186,Assassin's Creed: Unity    ,XOne,Ubisoft  ,Ubisoft Montreal  ,N/A  ,N/A  ,N/A  ,3.58m,2.34m,0.90m,0.00m,0.34m,11th Nov 14  ,04th May 18
187,Cooking Mama 2: Dinner With Friends    ,DS,Majesco  ,Office Create  ,N/A  ,6.9,N/A  ,3.58m,1.60m,1.49m,0.10m,0.39m,13th Nov 07  ,
188,WWF SmackDown!    ,PS,THQ  ,Yuke's  ,N/A  ,N/A  ,N/A  ,3.58m,2.01m,1.35m,0.06m,0.16m,01st Mar 00  ,
189,Battlefield 4    ,X360,Electronic Arts  ,EA DICE  ,N/A  ,8.7,N/A  ,3.54m,2.16m,1.05m,0.02m,0.32m,29th Oct 13  ,04th Jan 18
190,Grand Theft Auto: Liberty City Stories    ,PS2,Rockstar Games  ,Rockstar Leeds  ,N/A  ,8.3,N/A  ,3.54m,1.56m,1.40m,0.07m,0.50m,06th Jun 06  ,
191,The Getaway    ,PS2,Sony Computer Entertainment  ,Team Soho  ,N/A  ,7.7,N/A  ,3.54m,1.23m,1.77m,0.05m,0.49m,19th Jan 03  ,
192,Tomb Raider III: Adventures of Lara Croft    ,PS,Eidos Interactive  ,Core Design Ltd.  ,N/A  ,8.2,N/A  ,3.54m,1.66m,1.58m,0.12m,0.18m,21st Nov 98  ,
193,Batman: Arkham Asylum    ,X360,Eidos Interactive  ,Rocksteady Studios  ,9,9.1,N/A  ,3.54m,2.24m,0.95m,0.02m,0.33m,25th Aug 09  ,
194,Assassin's Creed: Brotherhood    ,X360,Ubisoft  ,Ubisoft Montreal  ,N/A  ,9.1,N/A  ,3.53m,2.87m,0.39m,0.03m,0.25m,16th Nov 10  ,
195,James Bond 007: Agent Under Fire    ,PS2,Electronic Arts  ,EA Redwood Shores  ,N/A  ,N/A  ,N/A  ,3.53m,1.90m,1.13m,0.10m,0.41m,13th Nov 01  ,
196,LEGO Star Wars: The Video Game    ,PS2,Eidos Interactive  ,Traveller's Tales  ,N/A  ,7.9,N/A  ,3.53m,1.98m,1.14m,0.01m,0.41m,02nd Apr 05  ,
197,Resident Evil 5    ,X360,Capcom  ,Capcom  ,8.4,8.6,N/A  ,3.53m,2.13m,0.93m,0.12m,0.34m,13th Mar 09  ,
198,Rugrats in Paris: The Movie    ,PS,THQ  ,Avalanche Software  ,N/A  ,N/A  ,N/A  ,3.52m,1.96m,1.33m,,0.23m,29th Oct 00  ,
199,NBA 2K17    ,PS4,2K Sports  ,Visual Concepts  ,N/A  ,9,N/A  ,3.52m,2.28m,0.59m,0.03m,0.63m,16th Sep 16  ,28th Mar 18
200,FIFA Soccer 11    ,X360,EA Sports  ,EA Canada  ,N/A  ,8.7,N/A  ,3.52m,0.71m,2.39m,0.02m,0.40m,28th Sep 10  ,
201,FIFA Soccer 2004    ,PS2,EA Sports  ,EA Canada  ,N/A  ,8,N/A  ,3.49m,0.59m,2.36m,0.04m,0.51m,04th Nov 03  ,
202,Mortal Kombat X    ,PS4,Warner Bros. Interactive Entertainment  ,NetherRealm Studios  ,N/A  ,N/A  ,N/A  ,3.49m,1.94m,0.94m,,0.61m,14th Apr 15  ,04th Jan 18
203,Battlefield: Bad Company 2    ,X360,Electronic Arts  ,EA Digital Illusions CE  ,N/A  ,9,9.3,3.48m,2.11m,1.01m,0.04m,0.33m,02nd Mar 10  ,
204,Borderlands    ,X360,2K Games  ,Gearbox Software  ,8.6,8.3,N/A  ,3.48m,2.43m,0.72m,0.03m,0.30m,20th Oct 09  ,
205,Mario & Sonic at the Olympic Winter Games    ,DS,Sega  ,Sega  ,N/A  ,7.6,N/A  ,3.47m,1.21m,1.63m,0.27m,0.37m,13th Oct 09  ,
206,Guitar Hero: On Tour    ,DS,Activision  ,Vicarious Visions  ,N/A  ,7.1,8.1,3.46m,2.10m,1.01m,0.01m,0.35m,22nd Jun 08  ,
207,Halo: The Master Chief Collection    ,XOne,Microsoft Studios  ,343 Industries  ,7.5,N/A  ,N/A  ,3.44m,2.06m,1.04m,0.03m,0.31m,11th Nov 14  ,24th Mar 18
208,LEGO Batman: The Videogame    ,X360,Warner Bros. Interactive  ,Traveller's Tales  ,7.5,7.5,N/A  ,3.44m,2.07m,1.04m,,0.34m,23rd Sep 08  ,
209,Tekken 4    ,PS2,Namco  ,Namco  ,N/A  ,7.9,N/A  ,3.44m,1.55m,1.27m,0.33m,0.29m,23rd Sep 02  ,
210,FIFA 14    ,PS4,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,3.43m,0.62m,2.18m,0.12m,0.51m,15th Nov 13  ,15th Sep 18
211,LittleBigPlanet 2    ,PS3,Sony Computer Entertainment  ,Media Molecule  ,9.3,9.1,N/A  ,3.43m,1.83m,1.07m,0.06m,0.47m,18th Jan 11  ,
212,Grand Theft Auto 2    ,PS,Rockstar Games  ,DMA Design  ,N/A  ,6.9,N/A  ,3.42m,1.13m,2.07m,,0.22m,25th Oct 99  ,
213,Destiny    ,XOne,Activision  ,Bungie  ,N/A  ,8.3,N/A  ,3.41m,2.17m,0.92m,,0.32m,09th Sep 14  ,12th Jan 18
214,Spider-Man 2    ,PS2,Activision  ,Treyarch  ,N/A  ,7.9,N/A  ,3.41m,1.75m,1.20m,0.02m,0.43m,28th Jun 04  ,
215,FIFA Soccer 2003    ,PS2,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,3.40m,0.46m,2.28m,0.05m,0.61m,14th Nov 02  ,
216,Crash Bash    ,PS,Sony Computer Entertainment  ,Eurocom Entertainment Software  ,N/A  ,6.8,N/A  ,3.39m,1.56m,1.47m,0.19m,0.17m,06th Nov 00  ,
217,Gears of War 4    ,XOne,Microsoft Studios  ,The Coalition  ,N/A  ,N/A  ,N/A  ,3.38m,2.17m,0.90m,,0.32m,11th Oct 16  ,13th Jan 18
218,The Elder Scrolls V: Skyrim Special Edition    ,PS4,Bethesda Softworks  ,Bethesda Softworks  ,N/A  ,8.3,N/A  ,3.36m,1.24m,1.50m,0.08m,0.54m,28th Oct 16  ,01st Apr 18
219,Watch Dogs 2    ,PS4,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,N/A  ,3.36m,0.98m,1.74m,0.12m,0.52m,15th Nov 16  ,
220,WWF War Zone    ,PS,Acclaim Entertainment  ,Iguana Entertainment  ,N/A  ,N/A  ,N/A  ,3.36m,2.47m,0.76m,,0.13m,14th Jul 98  ,
221,Assassin's Creed IV: Black Flag    ,X360,Ubisoft  ,Ubisoft Montreal  ,N/A  ,8.5,N/A  ,3.34m,1.90m,1.14m,0.01m,0.30m,29th Oct 13  ,22nd Mar 18
222,NBA 2K18    ,PS4,2K Sports  ,Visual Concepts  ,N/A  ,8.1,N/A  ,3.34m,2.13m,0.57m,0.04m,0.59m,19th Sep 17  ,02nd Apr 18
223,James Bond 007: Nightfire    ,PS2,Electronic Arts  ,Eurocom Entertainment Software  ,N/A  ,N/A  ,N/A  ,3.33m,1.45m,1.29m,0.12m,0.46m,18th Nov 02  ,
224,Star Wars Episode III: Revenge of the Sith    ,PS2,LucasArts  ,The Collective  ,N/A  ,N/A  ,N/A  ,3.32m,1.47m,1.39m,0.03m,0.43m,04th May 05  ,
225,Max Payne    ,PS2,Rockstar Games  ,Remedy Entertainment  ,N/A  ,8.1,N/A  ,3.31m,1.99m,1.05m,0.05m,0.22m,06th Dec 01  ,
226,Madden NFL 16    ,PS4,EA Sports  ,EA Tiburon  ,N/A  ,8.2,N/A  ,3.30m,2.39m,0.31m,,0.61m,25th Aug 15  ,31st Mar 18
227,The Lord of the Rings: The Return of the King    ,PS2,Electronic Arts  ,"Hypnos Entertainment, Inc.  ",N/A  ,8.4,N/A  ,3.28m,1.50m,1.28m,0.05m,0.46m,05th Nov 03  ,
228,Madden NFL 17    ,PS4,EA Sports  ,EA Tiburon  ,N/A  ,8.5,N/A  ,3.28m,2.30m,0.37m,,0.60m,23rd Aug 16  ,01st Apr 18
229,True Crime: Streets of LA    ,PS2,Activision  ,Luxoflux  ,N/A  ,N/A  ,N/A  ,3.27m,1.89m,1.05m,0.02m,0.31m,03rd Nov 03  ,
230,Gran Turismo (PSP)    ,PSP,Sony Computer Entertainment  ,Polyphony Digital  ,N/A  ,N/A  ,N/A  ,3.27m,0.51m,1.59m,0.31m,0.86m,01st Oct 09  ,03rd Jan 18
231,Far Cry 3    ,PS3,Ubisoft  ,Ubisoft Montreal  ,N/A  ,N/A  ,N/A  ,3.27m,0.88m,1.79m,0.10m,0.50m,04th Dec 12  ,
232,FIFA 16    ,XOne,EA Sports  ,EA Canada  ,N/A  ,8.5,N/A  ,3.25m,0.92m,2.10m,,0.24m,22nd Sep 15  ,01st Apr 18
233,007: Tomorrow Never Dies    ,PS,Electronic Arts  ,Black Ops Entertainment  ,N/A  ,6.2,N/A  ,3.21m,1.72m,1.33m,,0.16m,16th Nov 99  ,
234,L.A. Noire    ,PS3,Rockstar Games  ,Team Bondi  ,N/A  ,9.1,N/A  ,3.21m,1.29m,1.31m,0.12m,0.49m,15th Nov 11  ,
235,WWF SmackDown! 2: Know Your Role    ,PS,THQ  ,Yuke's  ,N/A  ,8.7,N/A  ,3.20m,1.76m,1.21m,0.07m,0.16m,21st Nov 00  ,
236,Assassin's Creed IV: Black Flag    ,PS4,Ubisoft  ,Ubisoft Montreal  ,N/A  ,8.3,N/A  ,3.19m,1.07m,1.55m,0.06m,0.51m,15th Nov 13  ,14th Mar 18
237,Enter the Matrix    ,PS2,Atari  ,Shiny Entertainment  ,N/A  ,N/A  ,N/A  ,3.18m,1.78m,1.12m,0.09m,0.19m,14th May 03  ,
238,Assassin's Creed Odyssey    ,PS4,Ubisoft  ,Ubisoft Quebec  ,N/A  ,9.5,N/A  ,3.18m,1.18m,1.40m,0.09m,0.51m,05th Oct 18  ,17th Nov 18
239,Fallout: New Vegas    ,PS3,Bethesda Softworks  ,Obsidian Entertainment  ,N/A  ,8.2,N/A  ,3.17m,1.54m,1.04m,0.10m,0.49m,19th Oct 10  ,
240,Club Penguin: Elite Penguin Force    ,DS,Disney Interactive Studios  ,1st Playable Productions  ,N/A  ,7,N/A  ,3.14m,1.87m,0.97m,,0.30m,25th Nov 08  ,
241,FIFA Soccer 08    ,PS2,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,3.14m,0.68m,0.00m,,2.46m,09th Oct 07  ,
242,FIFA 18    ,XOne,EA Sports  ,EA Vancouver  ,N/A  ,8,N/A  ,3.14m,0.98m,1.92m,,0.23m,29th Sep 17  ,02nd Apr 18
243,Spider-Man    ,PS,Activision  ,Neversoft Entertainment  ,N/A  ,N/A  ,N/A  ,3.13m,1.70m,1.25m,0.02m,0.16m,30th Aug 00  ,
244,Need for Speed III: Hot Pursuit    ,PS,Electronic Arts  ,EA Canada  ,N/A  ,N/A  ,N/A  ,3.12m,2.14m,0.86m,,0.13m,25th Mar 98  ,
245,The Elder Scrolls IV: Oblivion    ,PS3,Bethesda Softworks  ,4J Studios  ,8.8,9.3,N/A  ,3.12m,1.69m,0.86m,0.14m,0.44m,20th Mar 07  ,
246,Resident Evil 6    ,PS3,Capcom  ,Capcom  ,7.7,N/A  ,N/A  ,3.12m,0.88m,0.97m,0.88m,0.39m,02nd Oct 12  ,
247,Tom Clancy's Ghost Recon Wildlands    ,PS4,Ubisoft  ,Ubisoft Paris  ,N/A  ,7,N/A  ,3.12m,1.07m,1.35m,0.22m,0.47m,07th Mar 17  ,01st Apr 18
248,NBA 2K13    ,X360,2K Sports  ,Visual Concepts  ,N/A  ,8.6,N/A  ,3.11m,2.62m,0.21m,0.01m,0.28m,02nd Oct 12  ,04th Jan 18
249,Titanfall    ,XOne,Electronic Arts  ,Respawn Entertainment  ,N/A  ,N/A  ,N/A  ,3.11m,1.88m,0.91m,0.04m,0.28m,11th Mar 14  ,12th Jan 18
250,Mass Effect 2     ,X360,Electronic Arts  ,BioWare Edmonton  ,9.5,9.5,8.9,3.10m,1.99m,0.81m,0.03m,0.27m,26th Jan 10  ,
251,Madden NFL 2002    ,PS2,EA Sports  ,EA Sports  ,N/A  ,N/A  ,N/A  ,3.08m,2.50m,0.16m,0.01m,0.42m,19th Aug 01  ,
252,LEGO Batman: The Videogame    ,Wii,Warner Bros. Interactive  ,Traveller's Tales  ,7.5,7.3,N/A  ,3.08m,1.80m,0.98m,,0.29m,23rd Sep 08  ,
253,Saints Row 2    ,X360,THQ  ,Volition Inc.  ,N/A  ,7.9,N/A  ,3.07m,1.98m,0.79m,0.02m,0.28m,14th Oct 08  ,02nd Apr 18
254,The Sims: Vacation    ,PC,Electronic Arts  ,Maxis  ,N/A  ,N/A  ,N/A  ,3.07m,1.72m,1.21m,,0.14m,25th Mar 02  ,
255,Call of Duty: Ghosts    ,XOne,Activision  ,Infinity Ward  ,N/A  ,7.5,N/A  ,3.07m,1.92m,0.86m,,0.28m,22nd Nov 13  ,21st Mar 18
256,LEGO Batman: The Videogame    ,DS,Warner Bros. Interactive  ,Traveller's Tales  ,N/A  ,7.8,N/A  ,3.06m,1.75m,1.02m,,0.29m,23rd Sep 08  ,
257,Borderlands 2    ,X360,2K Games  ,Gearbox Software  ,N/A  ,N/A  ,N/A  ,3.06m,1.89m,0.88m,0.04m,0.26m,15th Jan 13  ,
258,Kung Fu Panda    ,X360,Activision  ,Luxoflux  ,N/A  ,7.5,N/A  ,3.05m,1.91m,0.84m,,0.29m,03rd Jun 08  ,
259,Mass Effect 3    ,X360,Electronic Arts  ,BioWare  ,9.4,N/A  ,N/A  ,3.04m,1.94m,0.84m,0.03m,0.24m,06th Mar 12  ,
260,Metal Gear Solid V: The Phantom Pain    ,PS4,Konami Digital Entertainment  ,Kojima Productions  ,N/A  ,N/A  ,N/A  ,3.04m,0.97m,1.15m,0.50m,0.42m,01st Sep 15  ,04th May 18
261,Rayman    ,PS,Ubisoft  ,Ubisoft Montpellier  ,N/A  ,7,N/A  ,3.03m,1.54m,1.33m,,0.16m,01st Sep 95  ,
262,Tom Clancy's Splinter Cell    ,XB,Ubisoft  ,Ubisoft  ,N/A  ,9.3,9.1,3.02m,1.85m,1.04m,,0.13m,17th Nov 02  ,
263,WWE SmackDown! vs. Raw 2006    ,PS2,THQ  ,Yuke's  ,N/A  ,8.4,N/A  ,3.00m,1.57m,1.02m,,0.41m,15th Nov 05  ,04th Jan 18
264,The Sims: Livin Large    ,PC,Electronic Arts  ,Maxis  ,N/A  ,N/A  ,N/A  ,2.99m,1.67m,1.18m,,0.13m,27th Aug 00  ,
265,World Soccer Winning Eleven 6 International    ,PS2,Konami  ,Konami Computer Entertainment Tokyo  ,N/A  ,N/A  ,N/A  ,2.99m,0.12m,1.26m,1.16m,0.45m,11th Mar 03  ,
266,Far Cry 3    ,X360,Ubisoft  ,Ubisoft Montreal  ,9.3,N/A  ,N/A  ,2.98m,1.38m,1.33m,0.02m,0.25m,04th Dec 12  ,07th Feb 18
267,Battlefield: Bad Company 2    ,PS3,Electronic Arts  ,EA Digital Illusions CE  ,N/A  ,8.9,8.8,2.96m,1.33m,1.11m,0.08m,0.44m,02nd Mar 10  ,
268,Hitman 2: Silent Assassin    ,PS2,Eidos Interactive  ,IO Interactive  ,N/A  ,N/A  ,N/A  ,2.96m,1.36m,1.15m,0.04m,0.41m,01st Oct 02  ,
269,Street Fighter IV    ,X360,Capcom  ,Capcom / Dimps Corporation  ,9.1,9.3,9.3,2.95m,1.83m,0.70m,0.15m,0.26m,17th Feb 09  ,
270,WWE SmackDown! vs. RAW 2006    ,PS2,THQ  ,Yuke's  ,N/A  ,N/A  ,N/A  ,2.94m,1.45m,1.11m,0.04m,0.33m,14th Nov 05  ,
271,Pac-Man Collection    ,GBA,Namco  ,Mass Media  ,N/A  ,N/A  ,N/A  ,2.94m,2.07m,0.77m,0.05m,0.05m,12th Jul 01  ,
272,Madden NFL 13    ,X360,EA Sports  ,EA Tiburon  ,8.3,8,N/A  ,2.93m,2.53m,0.16m,,0.24m,28th Aug 12  ,04th Jan 18
273,Doom (2016)    ,PS4,Bethesda Softworks  ,id Software  ,N/A  ,N/A  ,N/A  ,2.92m,0.93m,1.48m,0.04m,0.46m,13th May 16  ,
274,Mass Effect    ,X360,Microsoft Game Studios  ,BioWare Edmonton  ,8.5,9.2,9.1,2.91m,1.83m,0.79m,0.03m,0.27m,20th Nov 07  ,
275,FIFA 15    ,X360,EA Sports  ,EA Canada  ,N/A  ,6.9,N/A  ,2.91m,0.80m,1.90m,,0.21m,23rd Sep 14  ,23rd Mar 18
276,Mortal Kombat (2011)    ,PS3,Warner Bros. Interactive Entertainment  ,NetherRealm Studios  ,8.5,8.5,N/A  ,2.90m,1.98m,0.54m,,0.38m,19th Apr 11  ,06th Jan 18
277,Sega Superstars Tennis    ,X360,Sega  ,Sumo Digital  ,N/A  ,6.9,N/A  ,2.89m,1.75m,0.86m,,0.28m,18th Mar 08  ,
278,Cooking Mama: Cook Off    ,Wii,Majesco  ,Office Create  ,N/A  ,5.9,N/A  ,2.89m,1.41m,1.12m,0.05m,0.30m,20th Mar 07  ,
279,Hot Shots Golf 3    ,PS2,Sony Computer Entertainment  ,Clap Hanz  ,N/A  ,N/A  ,N/A  ,2.89m,0.99m,0.32m,1.38m,0.20m,11th Mar 02  ,
280,Call of Duty: Finest Hour    ,PS2,Activision  ,Spark Unlimited  ,N/A  ,N/A  ,N/A  ,2.89m,1.51m,1.12m,0.01m,0.24m,16th Nov 04  ,
281,Syphon Filter    ,PS,989 Studios  ,Eidetic  ,N/A  ,9.2,N/A  ,2.88m,2.03m,0.72m,0.02m,0.11m,31st Jan 99  ,
282,Imagine: Babyz    ,DS,Ubisoft  ,Visual Impact  ,N/A  ,3.5,N/A  ,2.87m,1.30m,1.26m,,0.31m,23rd Oct 07  ,
283,Mafia III    ,PS4,2K Games  ,Hangar 13  ,N/A  ,6.9,N/A  ,2.87m,0.72m,1.67m,0.04m,0.44m,07th Oct 16  ,02nd Apr 18
284,Colin McRae Rally    ,PS,Sony Computer Entertainment  ,Codemasters  ,N/A  ,7.9,N/A  ,2.87m,0.09m,2.43m,0.12m,0.22m,31st Jan 00  ,
285,The Elder Scrolls III: Morrowind    ,XB,Bethesda Softworks  ,Bethesda Softworks  ,N/A  ,8.2,N/A  ,2.86m,2.09m,0.63m,0.03m,0.11m,06th Jun 02  ,
286,Assassin's Creed: Brotherhood    ,PS3,Ubisoft  ,Ubisoft Montreal  ,8.8,9.1,N/A  ,2.85m,1.87m,0.57m,0.11m,0.30m,16th Nov 10  ,
287,Zumba Fitness 2    ,Wii,Majesco  ,"Pipeworks Software, Inc.  ",N/A  ,N/A  ,N/A  ,2.83m,1.52m,1.05m,,0.26m,15th Nov 11  ,
288,Madden NFL 10    ,X360,EA Sports  ,EA Tiburon  ,8.6,8.6,N/A  ,2.83m,2.52m,0.09m,,0.22m,14th Aug 09  ,
289,BioShock    ,X360,2K Games  ,2K Australia / 2K Boston  ,9.3,9.6,9.5,2.83m,1.65m,0.85m,0.05m,0.28m,21st Aug 07  ,
290,WWE SmackDown! vs. Raw    ,PS2,THQ  ,Yuke's  ,N/A  ,N/A  ,N/A  ,2.83m,1.32m,1.08m,0.04m,0.39m,02nd Nov 04  ,
291,Finding Nemo    ,GBA,THQ  ,Vicarious Visions  ,N/A  ,7,N/A  ,2.82m,1.59m,1.05m,0.04m,0.14m,10th May 03  ,
292,Medal of Honor    ,PS3,Electronic Arts  ,EA Los Angeles  ,N/A  ,7,N/A  ,2.82m,1.28m,1.04m,0.07m,0.43m,12th Oct 10  ,
293,Diablo III: Ultimate Evil Edition    ,PS4,Blizzard Entertainment  ,Blizzard Entertainment  ,N/A  ,N/A  ,N/A  ,2.82m,0.83m,1.48m,0.08m,0.44m,19th Aug 14  ,25th Mar 19
294,Gran Turismo (PSP)    ,PSN,Sony Computer Entertainment  ,Polyphony Digital  ,N/A  ,7.8,N/A  ,2.82m,0.43m,0.91m,0.31m,1.16m,01st Oct 09  ,
